Email;EMG1;EMG2;EMG3;EMG4;EMG5;EMG6;EMG7;EMG8;Framecount;gesture;SessionID;Timestamp
anonymous;-8;-19;-27;58;-11;-14;14;-14;3;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1636
anonymous;7;2;82;66;11;54;-49;7;3;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1636
anonymous;1;-3;-24;-50;-9;-17;33;-3;3;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1636
anonymous;7;7;33;-114;33;1;-13;2;3;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1636
anonymous;7;6;-3;30;-16;52;22;6;4;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1706
anonymous;-1;3;-23;-8;20;29;-9;-2;4;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1706
anonymous;-5;-6;-28;9;-13;10;24;-1;7;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1781
anonymous;1;-5;-3;-1;-5;-26;6;2;7;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.1781
anonymous;-1;-7;-18;-99;7;-22;31;-7;17;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2000
anonymous;4;12;14;57;4;20;3;6;17;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2000
anonymous;18;3;88;101;-3;56;-33;13;23;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2155
anonymous;-3;9;50;-128;16;-35;-5;-1;23;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2155
anonymous;-13;-18;7;76;-8;-18;9;0;26;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2230
anonymous;4;0;-38;-55;-6;10;19;-6;26;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2240
anonymous;8;10;-79;23;0;-15;31;12;32;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2394
anonymous;-3;-10;49;2;9;-3;-11;-4;32;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2394
anonymous;3;7;35;2;-2;-17;-1;-1;46;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2599
anonymous;-7;-2;-43;6;7;-10;4;-10;46;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2599
anonymous;-7;-8;-45;-128;-7;-27;5;-7;63;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2749
anonymous;4;9;40;51;9;17;3;1;63;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2749
anonymous;-3;-5;-24;-67;-4;-3;28;-4;70;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2829
anonymous;-1;2;-61;-12;-9;-61;6;-3;70;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2829
anonymous;-6;-10;106;8;-1;15;-95;-2;87;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2978
anonymous;-3;-11;-92;24;9;-20;4;-2;87;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.2978
anonymous;3;6;-11;-11;-2;-2;15;4;95;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3048
anonymous;-7;-4;22;37;-7;40;12;-10;95;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3048
anonymous;-6;-10;-28;-38;-2;-42;20;-8;102;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3118
anonymous;6;4;-8;-45;6;14;-3;3;102;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3118
anonymous;-6;-9;-51;-54;4;-71;-108;-12;127;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3347
anonymous;-3;12;34;1;6;-3;-93;11;127;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3347
anonymous;-4;-3;-19;2;5;-8;87;-4;136;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3427
anonymous;8;3;3;-41;-18;-26;82;-2;136;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3427
anonymous;8;6;13;4;0;6;-42;-6;153;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3567
anonymous;-17;-13;-95;-84;4;7;-89;1;153;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3577
anonymous;-10;-2;66;58;1;0;12;-5;161;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3646
anonymous;14;-2;-28;-37;-15;-31;105;3;162;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3656
anonymous;5;4;-9;-35;0;9;-41;-3;179;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3806
anonymous;-13;-7;2;106;2;4;-78;-7;179;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3806
anonymous;-7;-9;-75;-99;0;-4;57;-2;187;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3876
anonymous;25;15;94;87;-11;38;82;16;187;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.3876
anonymous;-7;4;-23;4;0;-10;45;2;203;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4025
anonymous;-5;-18;-31;16;-14;-80;40;-13;203;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4025
anonymous;8;-2;-4;1;0;-11;-35;2;211;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4095
anonymous;0;9;54;-3;1;16;-44;7;211;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4095
anonymous;-3;-2;-14;-51;-5;13;47;-6;220;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4175
anonymous;-4;-3;-44;-9;-7;-4;46;-7;220;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4175
anonymous;0;-13;18;39;-2;-9;-24;3;237;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4325
anonymous;-5;7;37;35;2;28;-22;1;237;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4334
anonymous;2;-2;6;-41;-2;-3;29;2;245;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4404
anonymous;3;8;-9;-31;-5;87;9;0;245;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4404
anonymous;7;17;41;-50;1;11;8;7;262;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4544
anonymous;-5;4;-38;4;-4;-24;38;-6;262;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4544
anonymous;-5;-15;-46;-5;1;-28;-2;-3;288;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4773
anonymous;-1;4;26;-107;-2;37;-21;8;288;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4773
anonymous;1;0;-22;-49;1;-4;21;2;296;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4843
anonymous;7;2;-1;17;-7;0;30;-1;296;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4843
anonymous;-1;6;37;-84;2;12;-10;0;313;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4993
anonymous;-12;-7;3;-14;3;-29;-13;-11;313;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.4993
anonymous;1;2;-42;-10;-1;39;18;7;322;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5073
anonymous;-4;-11;-40;-5;-1;-8;5;-8;322;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5073
anonymous;4;1;-2;127;-2;-10;12;0;339;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5232
anonymous;-14;-23;-57;-93;-4;-33;-3;-19;339;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5232
anonymous;5;1;-86;0;1;-21;8;-1;363;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5447
anonymous;-4;-12;43;-69;-5;-17;1;-5;363;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5447
anonymous;-10;-14;-19;-32;1;19;-5;-8;380;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5596
anonymous;-1;2;-20;-62;2;-28;10;-6;380;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5596
anonymous;0;-2;42;27;-6;49;6;1;388;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5676
anonymous;3;6;0;17;2;-11;20;4;388;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5676
anonymous;-4;-1;17;13;-4;-32;14;0;405;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5816
anonymous;-5;-2;-22;-38;1;-1;17;0;405;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5826
anonymous;-7;-9;104;-78;-5;-14;5;-7;422;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5970
anonymous;15;23;38;-42;0;45;-15;10;422;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.5970
anonymous;-12;-4;-38;-45;-1;-52;-3;-6;439;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6120
anonymous;-13;-14;-72;44;0;-30;26;-3;439;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6120
anonymous;9;6;17;-83;-2;-44;11;1;447;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6200
anonymous;4;7;49;127;3;40;-12;7;447;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6200
anonymous;-9;-12;-19;28;-4;-5;4;-6;459;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6349
anonymous;1;-4;-29;-2;1;-1;13;-4;459;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6349
anonymous;4;9;35;-47;-3;11;-6;4;485;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6579
anonymous;3;-8;40;57;2;-24;-5;11;485;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6579
anonymous;-9;2;-30;-51;-6;22;12;-9;493;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6648
anonymous;5;2;-48;11;-2;-25;25;-6;493;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6648
anonymous;-8;-14;57;-61;0;16;2;-2;510;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6798
anonymous;4;13;25;50;4;47;20;1;510;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6808
anonymous;2;4;-52;9;0;27;15;5;517;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6878
anonymous;-6;-14;3;-81;5;-29;24;-1;517;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.6878
anonymous;-1;-5;3;50;-1;3;2;2;534;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7027
anonymous;-7;-7;48;70;-3;-21;-17;-15;534;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7027
anonymous;2;9;68;-25;0;-10;3;0;551;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7177
anonymous;-15;-35;36;-7;1;0;-31;-4;551;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7177
anonymous;1;7;0;52;-3;31;7;-1;568;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7327
anonymous;-1;-3;-34;-17;5;-79;14;-4;568;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7327
anonymous;-11;-12;-48;-23;-5;-17;14;-6;576;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7396
anonymous;14;16;12;9;6;22;20;11;576;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7396
anonymous;-2;-5;-8;-21;-2;3;13;-3;593;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7551
anonymous;-1;-1;-51;-99;1;-48;4;5;593;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7551
anonymous;-3;-3;-39;50;-2;44;1;-7;609;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7691
anonymous;7;3;79;-63;0;27;-7;2;609;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7691
anonymous;1;1;18;127;-1;12;7;1;618;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7780
anonymous;1;4;-45;46;8;15;2;4;618;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7780
anonymous;-9;-5;-32;-74;2;-35;12;-1;634;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7920
anonymous;-2;-6;-1;62;-2;6;37;-8;634;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.7920
anonymous;8;14;58;-94;0;20;-2;9;643;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8000
anonymous;-3;1;-46;4;-1;30;6;-3;643;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8000
anonymous;-5;-7;-4;-59;2;-23;4;-4;661;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8149
anonymous;0;4;-44;-26;-2;-5;8;-3;661;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8149
anonymous;4;-7;26;-24;-3;-4;3;6;669;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8229
anonymous;-1;8;9;15;4;20;5;5;669;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8229
anonymous;2;4;-41;-38;-4;4;8;-8;686;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8379
anonymous;-8;-14;-37;-77;0;-27;5;-7;686;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8379
anonymous;-8;-7;71;107;-4;6;6;0;711;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8593
anonymous;-1;8;-7;0;-6;-24;9;-2;711;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8593
anonymous;4;6;-51;-37;-3;-4;5;-1;728;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8753
anonymous;-13;-21;78;18;6;4;-31;-12;728;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8753
anonymous;1;5;-31;-51;-1;-7;1;0;744;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8898
anonymous;-1;-1;31;-12;-1;7;33;-2;744;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8898
anonymous;-2;-2;7;-78;-4;-43;7;5;752;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8967
anonymous;5;9;-9;-21;-4;-50;-12;-7;752;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.8967
anonymous;3;5;21;-40;3;33;11;0;769;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9117
anonymous;-2;4;3;-31;1;-44;-21;-2;769;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9117
anonymous;2;-5;-31;44;-4;-4;8;-3;778;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9197
anonymous;-4;3;33;-29;0;13;-10;0;778;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9197
anonymous;4;3;-47;-95;-3;11;6;1;795;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9356
anonymous;-9;-10;-63;46;0;-13;48;0;795;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9356
anonymous;1;-1;94;47;-6;-17;7;2;803;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9426
anonymous;1;0;-25;-7;3;20;21;4;803;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9426
anonymous;-5;-1;-48;23;-2;-7;3;-8;820;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9576
anonymous;7;-1;22;-22;2;3;11;0;820;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9576
anonymous;-7;-5;30;78;2;1;7;-2;836;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9715
anonymous;6;12;-3;-48;0;-7;41;-1;836;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9725
anonymous;1;-3;5;82;-6;-10;12;0;845;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9795
anonymous;-10;-11;-38;-93;1;-48;2;-4;845;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9805
anonymous;14;18;-3;38;0;-5;4;2;862;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9955
anonymous;-2;-3;38;37;2;40;31;12;862;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:03.9955
anonymous;-6;-15;-10;-64;-1;-22;15;-5;870;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0025
anonymous;12;12;-5;-15;3;8;13;8;870;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0025
anonymous;2;-1;1;-11;-4;37;9;-1;895;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0244
anonymous;-7;-13;-65;-52;-4;-23;8;-5;895;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0244
anonymous;7;15;100;72;-1;45;7;5;908;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0394
anonymous;-2;6;-32;-128;4;-29;29;0;908;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0394
anonymous;-5;-21;-30;-10;-1;-20;13;-5;917;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0473
anonymous;14;23;64;70;4;61;-40;15;917;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0473
anonymous;-4;1;-62;-7;-4;-52;9;0;934;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0628
anonymous;-3;-3;-14;-46;2;-18;31;-13;934;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0628
anonymous;-6;-4;48;56;-1;0;11;-3;941;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0698
anonymous;5;-1;-11;9;0;2;0;-6;941;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0698
anonymous;8;18;39;-109;-5;18;15;5;950;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0778
anonymous;-4;-5;-13;-10;-1;9;3;-7;950;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0778
anonymous;-9;-3;-4;-34;0;-12;-1;1;967;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0927
anonymous;-4;-14;-47;-65;-3;-1;25;-5;967;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0927
anonymous;5;6;12;65;-7;-11;11;-4;975;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0997
anonymous;-3;-9;2;19;0;4;-6;-3;975;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.0997
anonymous;1;9;26;-67;0;33;14;2;993;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1157
anonymous;0;-8;-28;-20;1;0;17;3;993;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1157
anonymous;-2;3;21;-78;-4;-18;11;-3;1000;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1216
anonymous;-3;3;24;89;2;2;-3;0;1000;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1216
anonymous;-11;-12;-70;-104;-3;-32;3;-9;1018;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1376
anonymous;-3;-1;-8;109;2;9;9;-2;1018;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1376
anonymous;5;11;70;95;1;29;6;6;1034;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1521
anonymous;-10;-3;-43;-53;-3;38;40;0;1034;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1521
anonymous;1;-7;21;12;-5;5;12;2;1043;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1600
anonymous;-5;-2;-6;-19;-3;-6;-15;-4;1043;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1600
anonymous;0;-7;-14;0;-1;1;10;2;1060;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1750
anonymous;8;10;6;-59;2;38;18;4;1060;wrist_back;ac99d09a-28f0-4a8d-962c-1b18232dc366;2025-08-18 09:50:04.1750
